timestamp,subscriber_count_Connected,phoenix_memory_chunksize_cm_globalP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_globalP_smf,total_allocated_memory_globalP_smf,chunk_create_count_minus_destroy_count_cm_globalP_smf,phoenix_memory_chunksize_cm_packetP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_packetP_smf,total_allocated_memory_packetP_smf,chunk_create_count_minus_destroy_count_cm_packetP_smf,phoenix_memory_chunksize_cm_sessionP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_sessionP_smf,total_allocated_memory_sessionP_smf,chunk_create_count_minus_destroy_count_cm_sessionP_smf,phoenix_memory_chunksize_cm_transactionP_smf,phoenix_memory_cm_max_used_chunks_per_pool_count_cm_transactionP_smf,total_allocated_memory_transactionP_smf,chunk_create_count_minus_destroy_count_cm_transactionP_smf
2024-10-13 08:33:23.467000008,451,3072,8,127.998046875,39,4096,1818,51.18359375,2910,3072,8,159.17578125,12224,4096,3,32,5
2024-10-13 08:33:24.467000008,452,3072,8,127.998046875,39,4096,1818,51.18359375,2912,3072,8,159.17578125,12251,4096,3,32,5
2024-10-13 08:33:25.467000008,453,3072,8,127.998046875,39,4096,1821,51.18359375,2914,3072,8,159.17578125,12278,4096,3,32,5
2024-10-13 08:33:26.467000008,454,3072,8,127.998046875,39,4096,1825,51.18359375,2916,3072,8,159.17578125,12305,4096,3,32,5
2024-10-13 08:33:27.467000008,455,3072,8,127.998046875,39,4096,1831,51.18359375,2918,3072,8,159.17578125,12332,4096,3,32,5
2024-10-13 08:33:28.467000008,456,3072,8,127.998046875,39,4096,1831,51.18359375,2920,3072,8,159.17578125,12359,4096,3,32,8
2024-10-13 08:33:29.467000008,457,3072,8,127.998046875,39,4096,1838,51.18359375,2922,3072,8,159.17578125,12386,4096,3,32,5
2024-10-13 08:33:30.467000008,458,3072,8,127.998046875,39,4096,1838,51.18359375,2924,3072,8,159.17578125,12413,4096,3,32,5
2024-10-13 08:33:31.467000008,459,3072,8,127.998046875,39,4096,1844,51.18359375,2926,3072,8,159.17578125,12440,4096,3,32,5
2024-10-13 08:33:32.467000008,460,3072,8,127.998046875,39,4096,1845,51.18359375,2928,3072,8,159.17578125,12467,4096,3,32,5
2024-10-13 08:33:33.467000008,461,3072,8,127.998046875,39,4096,1851,51.18359375,2930,3072,8,159.17578125,12494,4096,3,32,5
2024-10-13 08:33:34.467000008,462,3072,8,127.998046875,39,4096,1854,51.18359375,2932,3072,8,159.17578125,12521,4096,3,32,5
2024-10-13 08:33:35.467000008,463,3072,8,127.998046875,39,4096,1855,51.18359375,2934,3072,8,159.17578125,12548,4096,3,32,5
2024-10-13 08:33:36.467000008,464,3072,8,127.998046875,39,4096,1858,51.18359375,2936,3072,8,159.17578125,12575,4096,3,32,5
2024-10-13 08:33:37.467000008,465,3072,8,127.998046875,39,4096,1864,51.18359375,2938,3072,8,159.17578125,12602,4096,3,32,5
2024-10-13 08:33:38.467000008,466,3072,8,127.998046875,39,4096,1865,51.18359375,2940,3072,8,159.17578125,12629,4096,3,32,5
2024-10-13 08:33:39.467000008,467,3072,8,127.998046875,39,4096,1871,51.18359375,2942,3072,8,159.17578125,12656,4096,3,32,5
2024-10-13 08:33:40.467000008,468,3072,8,127.998046875,39,4096,1874,51.18359375,2944,3072,8,159.17578125,12683,4096,3,32,5
2024-10-13 08:33:41.467000008,469,3072,8,127.998046875,39,4096,1878,51.18359375,2946,3072,8,159.17578125,12710,4096,3,32,5
2024-10-13 08:33:42.467000008,470,3072,8,127.998046875,39,4096,1878,51.18359375,2948,3072,8,159.17578125,12737,4096,3,32,5
2024-10-13 08:33:43.467000008,471,3072,8,127.998046875,39,4096,1884,51.18359375,2950,3072,8,159.17578125,12764,4096,3,32,5
2024-10-13 08:33:44.467000008,472,3072,8,127.998046875,39,4096,1885,51.18359375,2952,3072,8,159.17578125,12791,4096,3,32,5
2024-10-13 08:33:45.467000008,473,3072,8,127.998046875,39,4096,1891,51.18359375,2954,3072,8,159.17578125,12818,4096,3,32,5
2024-10-13 08:33:46.467000008,474,3072,8,127.998046875,39,4096,1894,51.18359375,2956,3072,8,159.17578125,12845,4096,3,32,5
2024-10-13 08:33:47.467000008,475,3072,8,127.998046875,39,4096,1894,51.18359375,2958,3072,8,159.17578125,12872,4096,3,32,5
2024-10-13 08:33:48.467000008,476,3072,8,127.998046875,39,4096,1898,51.18359375,2960,3072,8,159.17578125,12899,4096,3,32,5
2024-10-13 08:33:49.467000008,477,3072,8,127.998046875,39,4096,1904,51.18359375,2962,3072,8,159.17578125,12926,4096,3,32,5
2024-10-13 08:33:50.467000008,478,3072,8,127.998046875,39,4096,1905,51.18359375,2964,3072,8,159.17578125,12953,4096,3,32,5
2024-10-13 08:33:51.467000008,479,3072,8,127.998046875,39,4096,1908,51.18359375,2966,3072,8,159.17578125,12980,4096,3,32,5
2024-10-13 08:33:52.467000008,480,3072,8,127.998046875,39,4096,1914,51.18359375,2968,3072,8,159.17578125,13007,4096,3,32,5
2024-10-13 08:33:53.467000008,481,3072,8,127.998046875,39,4096,1917,51.18359375,2970,3072,8,159.17578125,13034,4096,3,32,5
2024-10-13 08:33:54.467000008,482,3072,8,127.998046875,39,4096,1918,51.18359375,2972,3072,8,159.17578125,13061,4096,3,32,9
2024-10-13 08:33:55.467000008,483,3072,8,127.998046875,39,4096,1924,51.18359375,2974,3072,8,159.17578125,13088,4096,3,32,5
2024-10-13 08:33:56.467000008,484,3072,8,127.998046875,39,4096,1924,51.18359375,2976,3072,8,159.17578125,13115,4096,3,32,5
2024-10-13 08:33:57.467000008,485,3072,8,127.998046875,39,4096,1928,51.18359375,2978,3072,8,159.17578125,13142,4096,3,32,5
2024-10-13 08:33:58.467000008,486,3072,8,127.998046875,39,4096,1931,51.18359375,2980,3072,8,159.17578125,13169,4096,3,32,8
2024-10-13 08:33:59.467000008,487,3072,8,127.998046875,39,4096,1937,51.18359375,2982,3072,8,159.17578125,13196,4096,3,32,5
2024-10-13 08:34:00.467000008,488,3072,8,127.998046875,39,4096,1938,51.18359375,2984,3072,8,159.17578125,13223,4096,3,32,5
2024-10-13 08:34:01.467000008,489,3072,8,127.998046875,39,4096,1944,51.18359375,2986,3072,8,159.17578125,13250,4096,3,32,5
2024-10-13 08:34:02.467000008,490,3072,8,127.998046875,39,4096,1948,51.18359375,2988,3072,8,159.17578125,13277,4096,3,32,9
2024-10-13 08:34:03.467000008,491,3072,8,127.998046875,39,4096,1952,51.18359375,2990,3072,8,159.17578125,13304,4096,3,32,5
2024-10-13 08:34:04.467000008,492,3072,8,127.998046875,39,4096,1952,51.18359375,2992,3072,8,159.17578125,13331,4096,3,32,5
2024-10-13 08:34:05.467000008,493,3072,8,127.998046875,39,4096,1957,51.18359375,2994,3072,8,159.17578125,13358,4096,3,32,5
2024-10-13 08:34:06.467000008,494,3072,8,127.998046875,39,4096,1961,51.18359375,2996,3072,8,159.17578125,13385,4096,3,32,5
2024-10-13 08:34:07.467000008,495,3072,8,127.998046875,39,4096,1964,51.18359375,2998,3072,8,159.17578125,13412,4096,3,32,5
2024-10-13 08:34:08.467000008,496,3072,8,127.998046875,39,4096,1964,51.18359375,3000,3072,8,159.17578125,13439,4096,3,32,5
2024-10-13 08:34:09.467000008,497,3072,8,127.998046875,39,4096,1971,51.18359375,3002,3072,8,159.17578125,13466,4096,3,32,5
2024-10-13 08:34:10.467000008,498,3072,8,127.998046875,39,4096,1974,51.18359375,3004,3072,8,159.17578125,13493,4096,3,32,5
2024-10-13 08:34:11.467000008,499,3072,8,127.998046875,39,4096,1977,51.18359375,3006,3072,8,159.17578125,13520,4096,3,32,5
2024-10-13 08:34:12.467000008,500,3072,8,127.998046875,39,4096,1978,51.18359375,3008,3072,8,159.17578125,13547,4096,3,32,5
2024-10-13 08:34:13.467000008,501,3072,8,127.998046875,39,4096,1984,51.18359375,3010,3072,8,159.17578125,13574,4096,3,32,5
2024-10-13 08:34:14.467000008,502,3072,8,127.998046875,39,4096,1984,51.18359375,3012,3072,8,159.17578125,13601,4096,3,32,5
2024-10-13 08:34:15.467000008,503,3072,8,127.998046875,39,4096,1991,51.18359375,3014,3072,8,159.17578125,13628,4096,3,32,5
2024-10-13 08:34:16.467000008,504,3072,8,127.998046875,39,4096,1994,51.18359375,3016,3072,8,159.17578125,13655,4096,3,32,5
2024-10-13 08:34:17.467000008,505,3072,8,127.998046875,39,4096,1994,51.18359375,3018,3072,8,159.17578125,13682,4096,3,32,5
2024-10-13 08:34:18.467000008,506,3072,8,127.998046875,39,4096,1998,51.18359375,3020,3072,8,159.17578125,13709,4096,3,32,5
2024-10-13 08:34:19.467000008,507,3072,8,127.998046875,39,4096,2004,51.18359375,3022,3072,8,159.17578125,13736,4096,3,32,5
2024-10-13 08:34:20.467000008,508,3072,8,127.998046875,39,4096,2007,51.18359375,3024,3072,8,159.17578125,13763,4096,3,32,5
2024-10-13 08:34:21.467000008,509,3072,8,127.998046875,39,4096,2011,51.18359375,3026,3072,8,159.17578125,13790,4096,3,32,5
2024-10-13 08:34:22.467000008,510,3072,8,127.998046875,39,4096,2011,51.18359375,3028,3072,8,159.17578125,13817,4096,3,32,5
2024-10-13 08:34:23.467000008,511,3072,8,127.998046875,39,4096,2014,51.18359375,3030,3072,8,159.17578125,13844,4096,3,32,5
2024-10-13 08:34:24.467000008,512,3072,8,127.998046875,39,4096,2018,51.18359375,3032,3072,8,159.17578125,13871,4096,3,32,5
2024-10-13 08:34:25.467000008,513,3072,8,127.998046875,39,4096,2021,51.18359375,3034,3072,8,159.17578125,13898,4096,3,32,5
2024-10-13 08:34:26.467000008,514,3072,8,127.998046875,39,4096,2024,51.18359375,3036,3072,8,159.17578125,13925,4096,3,32,5
2024-10-13 08:34:27.467000008,515,3072,8,127.998046875,39,4096,2028,51.18359375,3038,3072,8,159.17578125,13952,4096,3,32,5
2024-10-13 08:34:28.467000008,516,3072,8,127.998046875,39,4096,2031,51.18359375,3040,3072,8,159.17578125,13979,4096,3,32,5
2024-10-13 08:34:29.467000008,517,3072,8,127.998046875,39,4096,2034,51.18359375,3042,3072,8,159.17578125,14006,4096,3,32,5
2024-10-13 08:34:30.467000008,518,3072,8,127.998046875,39,4096,2038,51.18359375,3044,3072,8,159.17578125,14033,4096,3,32,5
2024-10-13 08:34:31.467000008,519,3072,8,127.998046875,39,4096,2044,51.18359375,3046,3072,8,159.17578125,14060,4096,3,32,5
2024-10-13 08:34:32.467000008,520,3072,8,127.998046875,39,4096,2044,51.18359375,3048,3072,8,159.17578125,14087,4096,3,32,5
2024-10-13 08:34:33.467000008,521,3072,8,127.998046875,39,4096,2051,51.18359375,3050,3072,8,159.17578125,14114,4096,3,32,5
2024-10-13 08:34:34.467000008,522,3072,8,127.998046875,39,4096,2051,51.18359375,3052,3072,8,159.17578125,14141,4096,3,32,5
2024-10-13 08:34:35.467000008,523,3072,8,127.998046875,39,4096,2057,51.18359375,3054,3072,8,159.17578125,14168,4096,3,32,5
2024-10-13 08:34:36.467000008,524,3072,8,127.998046875,39,4096,2061,51.18359375,3056,3072,8,159.17578125,14195,4096,3,32,5
2024-10-13 08:34:37.467000008,525,3072,8,127.998046875,39,4096,2064,51.18359375,3058,3072,8,159.17578125,14222,4096,3,32,5
2024-10-13 08:34:38.467000008,526,3072,8,127.998046875,39,4096,2064,51.18359375,3060,3072,8,159.17578125,14249,4096,3,32,5
2024-10-13 08:34:39.467000008,527,3072,8,127.998046875,39,4096,2071,51.18359375,3062,3072,8,159.17578125,14276,4096,3,32,5
2024-10-13 08:34:40.467000008,528,3072,8,127.998046875,39,4096,2071,51.18359375,3064,3072,8,159.17578125,14303,4096,3,32,5
2024-10-13 08:34:41.467000008,529,3072,8,127.998046875,39,4096,2077,51.18359375,3066,3072,8,159.17578125,14330,4096,3,32,5
2024-10-13 08:34:42.467000008,530,3072,8,127.998046875,39,4096,2078,51.18359375,3068,3072,8,159.17578125,14357,4096,3,32,5
2024-10-13 08:34:43.467000008,531,3072,8,127.998046875,39,4096,2084,51.18359375,3070,3072,8,159.17578125,14384,4096,3,32,5
2024-10-13 08:34:44.467000008,532,3072,8,127.998046875,39,4096,2084,51.18359375,3072,3072,8,159.17578125,14411,4096,3,32,5
2024-10-13 08:34:45.467000008,533,3072,8,127.998046875,39,4096,2090,51.18359375,3074,3072,8,159.17578125,14438,4096,3,32,5
2024-10-13 08:34:46.467000008,534,3072,8,127.998046875,39,4096,2091,51.18359375,3076,3072,8,159.17578125,14465,4096,3,32,5
2024-10-13 08:34:47.467000008,535,3072,8,127.998046875,39,4096,2097,51.18359375,3078,3072,8,159.17578125,14492,4096,3,32,5
2024-10-13 08:34:48.467000008,536,3072,8,127.998046875,39,4096,2097,51.18359375,3080,3072,8,159.17578125,14519,4096,3,32,5
2024-10-13 08:34:49.467000008,537,3072,8,127.998046875,39,4096,2104,51.18359375,3082,3072,8,159.17578125,14546,4096,3,32,5
2024-10-13 08:34:50.467000008,538,3072,8,127.998046875,39,4096,2104,51.18359375,3084,3072,8,159.17578125,14573,4096,3,32,5
2024-10-13 08:34:51.467000008,539,3072,8,127.998046875,39,4096,2107,51.18359375,3086,3072,8,159.17578125,14600,4096,3,32,5
2024-10-13 08:34:52.467000008,540,3072,8,127.998046875,39,4096,2114,51.18359375,3088,3072,8,159.17578125,14627,4096,3,32,5
2024-10-13 08:34:53.467000008,541,3072,8,127.998046875,39,4096,2117,51.18359375,3090,3072,8,159.17578125,14654,4096,3,32,5
2024-10-13 08:34:54.467000008,542,3072,8,127.998046875,39,4096,2117,51.18359375,3092,3072,8,159.17578125,14681,4096,3,32,5
2024-10-13 08:34:55.467000008,543,3072,8,127.998046875,39,4096,2124,51.18359375,3094,3072,8,159.17578125,14708,4096,3,32,5
2024-10-13 08:34:56.467000008,544,3072,8,127.998046875,39,4096,2124,51.18359375,3096,3072,8,159.17578125,14735,4096,3,32,5
2024-10-13 08:34:57.467000008,545,3072,8,127.998046875,39,4096,2130,51.18359375,3098,3072,8,159.17578125,14762,4096,3,32,5
2024-10-13 08:34:58.467000008,546,3072,8,127.998046875,39,4096,2131,51.18359375,3100,3072,8,159.17578125,14789,4096,3,32,5
2024-10-13 08:34:59.467000008,547,3072,8,127.998046875,39,4096,2137,51.18359375,3102,3072,8,159.17578125,14816,4096,3,32,5
2024-10-13 08:35:00.467000008,548,3072,8,127.998046875,39,4096,2137,51.18359375,3104,3072,8,159.17578125,14843,4096,3,32,5
2024-10-13 08:35:01.467000008,549,3072,8,127.998046875,39,4096,2144,51.18359375,3106,3072,8,159.17578125,14870,4096,3,32,5
2024-10-13 08:35:02.467000008,550,3072,8,127.998046875,39,4096,2147,51.18359375,3108,3072,8,159.17578125,14897,4096,3,32,5
2024-10-13 08:35:03.467000008,551,3072,8,127.998046875,39,4096,2150,51.18359375,3110,3072,8,159.17578125,14924,4096,3,32,5
2024-10-13 08:35:04.467000008,552,3072,8,127.998046875,39,4096,2151,51.18359375,3112,3072,8,159.17578125,14951,4096,3,32,5
2024-10-13 08:35:05.467000008,553,3072,8,127.998046875,39,4096,2157,51.18359375,3114,3072,8,159.17578125,14978,4096,3,32,5
2024-10-13 08:35:06.467000008,554,3072,8,127.998046875,39,4096,2157,51.18359375,3116,3072,8,159.17578125,15005,4096,3,32,5
2024-10-13 08:35:07.467000008,555,3072,8,127.998046875,39,4096,2161,51.18359375,3118,3072,8,159.17578125,15032,4096,3,32,5
2024-10-13 08:35:08.467000008,556,3072,8,127.998046875,39,4096,2164,51.18359375,3120,3072,8,159.17578125,15059,4096,3,32,5
2024-10-13 08:35:09.467000008,557,3072,8,127.998046875,39,4096,2167,51.18359375,3122,3072,8,159.17578125,15086,4096,3,32,5
2024-10-13 08:35:10.467000008,558,3072,8,127.998046875,39,4096,2170,51.18359375,3124,3072,8,159.17578125,15113,4096,3,32,5
2024-10-13 08:35:11.467000008,559,3072,8,127.998046875,39,4096,2177,51.18359375,3126,3072,8,159.17578125,15140,4096,3,32,5
2024-10-13 08:35:12.467000008,560,3072,8,127.998046875,39,4096,2177,51.18359375,3128,3072,8,159.17578125,15167,4096,3,32,5
2024-10-13 08:35:13.467000008,561,3072,8,127.998046875,39,4096,2184,51.18359375,3130,3072,8,159.17578125,15194,4096,3,32,5
2024-10-13 08:35:14.467000008,562,3072,8,127.998046875,39,4096,2187,51.18359375,3132,3072,8,159.17578125,15221,4096,3,32,5
2024-10-13 08:35:15.467000008,563,3072,8,127.998046875,39,4096,2187,51.18359375,3134,3072,8,159.17578125,15248,4096,3,32,5
2024-10-13 08:35:16.467000008,564,3072,8,127.998046875,39,4096,2190,51.18359375,3136,3072,8,159.17578125,15275,4096,3,32,5
2024-10-13 08:35:17.467000008,565,3072,8,127.998046875,39,4096,2197,51.18359375,3138,3072,8,159.17578125,15302,4096,3,32,5
2024-10-13 08:35:18.467000008,566,3072,8,127.998046875,39,4096,2197,51.18359375,3140,3072,8,159.17578125,15329,4096,3,32,5
2024-10-13 08:35:19.467000008,567,3072,8,127.998046875,39,4096,2203,51.18359375,3142,3072,8,159.17578125,15356,4096,3,32,5
2024-10-13 08:35:20.467000008,568,3072,8,127.998046875,39,4096,2207,51.18359375,3144,3072,8,159.17578125,15383,4096,3,32,5
2024-10-13 08:35:21.467000008,569,3072,8,127.998046875,39,4096,2210,51.18359375,3146,3072,8,159.17578125,15410,4096,3,32,5
2024-10-13 08:35:22.467000008,570,3072,8,127.998046875,39,4096,2214,51.18359375,3148,3072,8,159.17578125,15437,4096,3,32,5
2024-10-13 08:35:23.467000008,571,3072,8,127.998046875,39,4096,2217,51.18359375,3150,3072,8,159.17578125,15464,4096,3,32,5
2024-10-13 08:35:24.467000008,572,3072,8,127.998046875,39,4096,2217,51.18359375,3152,3072,8,159.17578125,15491,4096,3,32,5
2024-10-13 08:35:25.467000008,573,3072,8,127.998046875,39,4096,2223,51.18359375,3154,3072,8,159.17578125,15518,4096,3,32,5
2024-10-13 08:35:26.467000008,574,3072,8,127.998046875,39,4096,2224,51.18359375,3156,3072,8,159.17578125,15545,4096,3,32,5
2024-10-13 08:35:27.467000008,575,3072,8,127.998046875,39,4096,2230,51.18359375,3158,3072,8,159.17578125,15572,4096,3,32,5
2024-10-13 08:35:28.467000008,576,3072,8,127.998046875,39,4096,2233,51.18359375,3160,3072,8,159.17578125,15599,4096,3,32,5
2024-10-13 08:35:29.467000008,577,3072,8,127.998046875,39,4096,2237,51.18359375,3162,3072,8,159.17578125,15626,4096,3,32,5
2024-10-13 08:35:30.467000008,578,3072,8,127.998046875,39,4096,2237,51.18359375,3164,3072,8,159.17578125,15653,4096,3,32,5
2024-10-13 08:35:31.467000008,579,3072,8,127.998046875,39,4096,2243,51.18359375,3166,3072,8,159.17578125,15680,4096,3,32,5
2024-10-13 08:35:32.467000008,580,3072,8,127.998046875,39,4096,2244,51.18359375,3168,3072,8,159.17578125,15707,4096,3,32,5
2024-10-13 08:35:33.467000008,581,3072,8,127.998046875,39,4096,2250,51.18359375,3170,3072,8,159.17578125,15734,4096,3,32,5
2024-10-13 08:35:34.467000008,582,3072,8,127.998046875,39,4096,2250,51.18359375,3172,3072,8,159.17578125,15761,4096,3,32,5
2024-10-13 08:35:35.467000008,583,3072,8,127.998046875,39,4096,2257,51.18359375,3174,3072,8,159.17578125,15788,4096,3,32,5
2024-10-13 08:35:36.467000008,584,3072,8,127.998046875,39,4096,2257,51.18359375,3176,3072,8,159.17578125,15815,4096,3,32,5
2024-10-13 08:35:37.467000008,585,3072,8,127.998046875,39,4096,2263,51.18359375,3178,3072,8,159.17578125,15842,4096,3,32,5
2024-10-13 08:35:38.467000008,586,3072,8,127.998046875,39,4096,2264,51.18359375,3180,3072,8,159.17578125,15869,4096,3,32,5
2024-10-13 08:35:39.467000008,587,3072,8,127.998046875,39,4096,2270,51.18359375,3182,3072,8,159.17578125,15896,4096,3,32,5
2024-10-13 08:35:40.467000008,588,3072,8,127.998046875,39,4096,2270,51.18359375,3184,3072,8,159.17578125,15923,4096,3,32,5
2024-10-13 08:35:41.467000008,589,3072,8,127.998046875,39,4096,2277,51.18359375,3186,3072,8,159.17578125,15950,4096,3,32,5
2024-10-13 08:35:42.467000008,590,3072,8,127.998046875,39,4096,2280,51.18359375,3188,3072,8,159.17578125,15977,4096,3,32,5
2024-10-13 08:35:43.467000008,591,3072,8,127.998046875,39,4096,2283,51.18359375,3190,3072,8,159.17578125,16004,4096,3,32,5
2024-10-13 08:35:44.467000008,592,3072,8,127.998046875,39,4096,2284,51.18359375,3192,3072,8,159.17578125,16031,4096,3,32,5
2024-10-13 08:35:45.467000008,593,3072,8,127.998046875,39,4096,2290,51.18359375,3194,3072,8,159.17578125,16058,4096,3,32,5
2024-10-13 08:35:46.467000008,594,3072,8,127.998046875,39,4096,2293,51.18359375,3196,3072,8,159.17578125,16085,4096,3,32,5
2024-10-13 08:35:47.467000008,595,3072,8,127.998046875,39,4096,2297,51.18359375,3198,3072,8,159.17578125,16112,4096,3,32,5
2024-10-13 08:35:48.467000008,596,3072,8,127.998046875,39,4096,2300,51.18359375,3200,3072,8,159.17578125,16139,4096,3,32,5
2024-10-13 08:35:49.467000008,597,3072,8,127.998046875,39,4096,2303,51.18359375,3202,3072,8,159.17578125,16166,4096,3,32,5
2024-10-13 08:35:50.467000008,598,3072,8,127.998046875,39,4096,2304,51.18359375,3204,3072,8,159.17578125,16193,4096,3,32,5
2024-10-13 08:35:51.467000008,599,3072,8,127.998046875,39,4096,2310,51.18359375,3206,3072,8,159.17578125,16220,4096,3,32,5
2024-10-13 08:35:52.467000008,600,3072,8,127.998046875,39,4096,2310,51.18359375,3208,3072,8,159.17578125,16247,4096,3,32,5
2024-10-13 08:35:53.467000008,601,3072,8,127.998046875,39,4096,2317,51.18359375,3210,3072,8,159.17578125,16274,4096,3,32,5
2024-10-13 08:35:54.467000008,602,3072,8,127.998046875,39,4096,2317,51.18359375,3212,3072,8,159.17578125,16301,4096,3,32,5
2024-10-13 08:35:55.467000008,603,3072,8,127.998046875,39,4096,2323,51.18359375,3214,3072,8,159.17578125,16328,4096,3,32,5
2024-10-13 08:35:56.467000008,604,3072,8,127.998046875,39,4096,2324,51.18359375,3216,3072,8,159.17578125,16355,4096,3,32,5
2024-10-13 08:35:57.467000008,605,3072,8,127.998046875,39,4096,2327,51.18359375,3218,3072,8,159.17578125,16382,4096,3,32,5
2024-10-13 08:35:58.467000008,606,3072,8,127.998046875,39,4096,2330,51.18359375,3220,3072,8,159.17578125,16409,4096,3,32,5
2024-10-13 08:35:59.467000008,607,3072,8,127.998046875,39,4096,2333,51.18359375,3222,3072,8,159.17578125,16436,4096,3,32,5
2024-10-13 08:36:00.467000008,608,3072,8,127.998046875,39,4096,2337,51.18359375,3224,3072,8,159.17578125,16463,4096,3,32,5
2024-10-13 08:36:01.467000008,609,3072,8,127.998046875,39,4096,2343,51.18359375,3226,3072,8,159.17578125,16490,4096,3,32,5
2024-10-13 08:36:02.467000008,610,3072,8,127.998046875,39,4096,2347,51.18359375,3228,3072,8,159.17578125,16517,4096,3,32,5
2024-10-13 08:36:03.467000008,611,3072,8,127.998046875,39,4096,2350,51.18359375,3230,3072,8,159.17578125,16544,4096,3,32,5
2024-10-13 08:36:04.467000008,612,3072,8,127.998046875,39,4096,2350,51.18359375,3232,3072,8,159.17578125,16571,4096,3,32,5
2024-10-13 08:36:05.467000008,613,3072,8,127.998046875,39,4096,2357,51.18359375,3234,3072,8,159.17578125,16598,4096,3,32,5
2024-10-13 08:36:06.467000008,614,3072,8,127.998046875,39,4096,2357,51.18359375,3236,3072,8,159.17578125,16625,4096,3,32,5
2024-10-13 08:36:07.467000008,615,3072,8,127.998046875,39,4096,2363,51.18359375,3238,3072,8,159.17578125,16652,4096,3,32,5
2024-10-13 08:36:08.467000008,616,3072,8,127.998046875,39,4096,2366,51.18359375,3240,3072,8,159.17578125,16679,4096,3,32,5
2024-10-13 08:36:09.467000008,617,3072,8,127.998046875,39,4096,2370,51.18359375,3242,3072,8,159.17578125,16706,4096,3,32,5
2024-10-13 08:36:10.467000008,618,3072,8,127.998046875,39,4096,2370,51.18359375,3244,3072,8,159.17578125,16733,4096,3,32,5
2024-10-13 08:36:11.467000008,619,3072,8,127.998046875,39,4096,2377,51.18359375,3246,3072,8,159.17578125,16760,4096,3,32,5
2024-10-13 08:36:12.467000008,620,3072,8,127.998046875,39,4096,2380,51.18359375,3248,3072,8,159.17578125,16787,4096,3,32,5
2024-10-13 08:36:13.467000008,621,3072,8,127.998046875,39,4096,2383,51.18359375,3250,3072,8,159.17578125,16814,4096,3,32,5
2024-10-13 08:36:14.467000008,622,3072,8,127.998046875,39,4096,2384,51.18359375,3252,3072,8,159.17578125,16841,4096,3,32,5
2024-10-13 08:36:15.467000008,623,3072,8,127.998046875,39,4096,2390,51.18359375,3254,3072,8,159.17578125,16868,4096,3,32,5
2024-10-13 08:36:16.467000008,624,3072,8,127.998046875,39,4096,2390,51.18359375,3256,3072,8,159.17578125,16895,4096,3,32,5
2024-10-13 08:36:17.467000008,625,3072,8,127.998046875,39,4096,2396,51.18359375,3258,3072,8,159.17578125,16922,4096,3,32,5
2024-10-13 08:36:18.467000008,626,3072,8,127.998046875,39,4096,2397,51.18359375,3260,3072,8,159.17578125,16949,4096,3,32,5
2024-10-13 08:36:19.467000008,627,3072,8,127.998046875,39,4096,2403,51.18359375,3262,3072,8,159.17578125,16976,4096,3,32,5
2024-10-13 08:36:20.467000008,628,3072,8,127.998046875,39,4096,2403,51.18359375,3264,3072,8,159.17578125,17003,4096,3,32,5
2024-10-13 08:36:21.467000008,629,3072,8,127.998046875,39,4096,2407,51.18359375,3266,3072,8,159.17578125,17030,4096,3,32,5
2024-10-13 08:36:22.467000008,630,3072,8,127.998046875,39,4096,2410,51.18359375,3268,3072,8,159.17578125,17057,4096,3,32,5
2024-10-13 08:36:23.467000008,631,3072,8,127.998046875,39,4096,2416,51.18359375,3270,3072,8,159.17578125,17084,4096,3,32,5
2024-10-13 08:36:24.467000008,632,3072,8,127.998046875,39,4096,2417,51.18359375,3272,3072,8,159.17578125,17111,4096,3,32,5
2024-10-13 08:36:25.467000008,633,3072,8,127.998046875,39,4096,2420,51.18359375,3274,3072,8,159.17578125,17138,4096,3,32,5
2024-10-13 08:36:26.467000008,634,3072,8,127.998046875,39,4096,2426,51.18359375,3276,3072,8,159.17578125,17165,4096,3,32,5
2024-10-13 08:36:27.467000008,635,3072,8,127.998046875,39,4096,2427,51.18359375,3278,3072,8,159.17578125,17192,4096,3,32,5
2024-10-13 08:36:28.467000008,636,3072,8,127.998046875,39,4096,2430,51.18359375,3280,3072,8,159.17578125,17219,4096,3,32,5
2024-10-13 08:36:29.467000008,637,3072,8,127.998046875,39,4096,2436,51.18359375,3282,3072,8,159.17578125,17246,4096,3,32,5
2024-10-13 08:36:30.467000008,638,3072,8,127.998046875,39,4096,2437,51.18359375,3284,3072,8,159.17578125,17273,4096,3,32,5
2024-10-13 08:36:31.467000008,639,3072,8,127.998046875,39,4096,2443,51.18359375,3286,3072,8,159.17578125,17300,4096,3,32,5
2024-10-13 08:36:32.467000008,640,3072,8,127.998046875,39,4096,2443,51.18359375,3288,3072,8,159.17578125,17327,4096,3,32,5
2024-10-13 08:36:33.467000008,641,3072,8,127.998046875,39,4096,2450,51.18359375,3290,3072,8,159.17578125,17354,4096,3,32,5
2024-10-13 08:36:34.467000008,642,3072,8,127.998046875,39,4096,2453,51.18359375,3292,3072,8,159.17578125,17381,4096,3,32,5
2024-10-13 08:36:35.467000008,643,3072,8,127.998046875,39,4096,2456,51.18359375,3294,3072,8,159.17578125,17408,4096,3,32,5
